rebalance_date,return
2018-10-31,-0.019624873069229096
2018-11-30,-0.07768163889171988
2018-12-31,0.06424844228146738
2019-01-31,0.06663284769859434
2019-02-28,0.04768662033179627
2019-03-31,0.06364861484279616
2019-04-30,-0.08664679509810791
2019-05-31,0.08938223853153794
2019-06-30,0.0349822307078924
2019-07-31,-0.01535241117315933
2019-08-31,0.015728774063064062
2019-09-30,0.03698770219972295
2019-10-31,0.05366354113232694
2019-11-30,0.043206062852670916
2019-12-31,0.03992603706043374
2020-01-31,-0.073009512378697
2020-02-29,-0.08577936862400466
2020-03-31,0.1373645321668282
2020-04-30,0.07176465006894747
2020-05-31,0.06949026771680299
2020-06-30,0.056847682159662405
2020-07-31,0.11880824767832979
2020-08-31,-0.05335115547832371
2020-09-30,-0.05004280253011117
2020-10-31,0.1135071763253678
2020-11-30,0.05541635153946476
2020-12-31,-0.008383419585296543
2021-01-31,0.013650863452737683
2021-02-28,0.018366608429626355
2021-03-31,0.05187877037224475
2021-04-30,-0.009305583656578622
2021-05-31,0.06747944190549487
2021-06-30,0.03887317713163994
2021-07-31,0.03559321439461361
2021-08-31,-0.058399561171573085
2021-09-30,0.081770866225777
2021-10-31,0.044511562120336245
2021-11-30,0.03247356556774663
2021-12-31,-0.06844175316087542
2022-01-31,-0.048774476546531886
2022-02-28,0.033449764160548914
2022-03-31,-0.11017408493814561
2022-04-30,-0.006954101503117645
2022-05-31,-0.10626331735311431
2022-06-30,0.09724914864803853
2022-07-31,-0.049229338016561174
2022-08-31,-0.11280943303740366
2022-09-30,0.1245604826061108
2022-10-31,0.03695101995074774
2022-11-30,-0.041475378352853615
2022-12-31,-0.00035005943246893437
2023-01-31,-0.054200724802191916
2023-02-28,0.028719671576079926
2023-03-31,0.023422631713431858
2023-04-30,-0.06384461037216008
2023-05-31,0.06599927996933726
2023-06-30,0.06652612412788515
2023-07-31,0.01490265535213315
2023-08-31,0.024033307791258215
2023-09-30,-0.05752862548145651
2023-10-31,-0.007160547137199805
2023-11-30,0.0007719831952726215
2023-12-31,-0.005128926285632328
2024-01-31,0.03308859674040607
2024-02-29,0.07775950051496178
2024-03-31,-0.01803666533476176
2024-04-30,0.002241412106057987
2024-05-31,0.010611171395892662
2024-06-30,0.005268696417491822
2024-07-31,-0.019719346074636407
2024-08-31,-0.030180953131020316
2024-09-30,0.0021231656843013194
2024-10-31,0.0710637745450137
2024-11-30,-0.08799764602315596
2024-12-31,0.01588770851311561
2025-01-31,0.0010090389840104322
2025-02-28,-0.04044728799391646
2025-03-31,-0.04404614304355
2025-04-30,0.06023138452048809
2025-05-31,0.06281898021732288
2025-06-30,0.03118161739705529
2025-07-31,0.007152227016614267
2025-08-31,0.06058256859853174
2025-09-30,0.0667707285169134
2025-10-31,-0.048090879048618466
2025-11-30,0.017612699379366593
