rebalance_date,return
2018-10-31,0.02856367307683452
2018-11-30,-0.08705457086756475
2018-12-31,0.07811325951623554
2019-01-31,0.0303953679710419
2019-02-28,0.020140659622949
2019-03-31,0.02882455568310327
2019-04-30,-0.05578526780997024
2019-05-31,0.06890943044135896
2019-06-30,0.008115508188157717
2019-07-31,-0.009510429694211751
2019-08-31,0.024412451251352198
2019-09-30,0.00946557206389207
2019-10-31,0.023802058426546556
2019-11-30,0.028699757732356602
2019-12-31,-0.010513919702607833
2020-01-31,-0.09070900257450953
2020-02-29,-0.14604241742838514
2020-03-31,0.12914707025310374
2020-04-30,0.04202606425370807
2020-05-31,0.006454305461018828
2020-06-30,0.04786604940446118
2020-07-31,0.04205583295553044
2020-08-31,-0.029293570543931422
2020-09-30,-0.01949202394436841
2020-10-31,0.1176461091507022
2020-11-30,0.02977522413289982
2020-12-31,-0.008720644432627166
2021-01-31,0.03804912372276859
2021-02-28,0.06158870632398239
2021-03-31,0.04600386050758054
2021-04-30,0.016809702801424554
2021-05-31,0.006677884546119805
2021-06-30,0.015256826360960941
2021-07-31,0.02155545841159957
2021-08-31,-0.03616306389828332
2021-09-30,0.07321333809187272
2021-10-31,-0.015756426382230994
2021-11-30,0.062152601700540606
2021-12-31,-0.029384745757433293
2022-01-31,-0.014444935260415862
2022-02-28,0.05222543050902149
2022-03-31,-0.05619905595323926
2022-04-30,0.010330652421270937
2022-05-31,-0.08595226303759967
2022-06-30,0.0848059527812904
2022-07-31,-0.029039967262754186
2022-08-31,-0.09224581577496511
2022-09-30,0.09102576710080816
2022-10-31,0.0601000036416422
2022-11-30,-0.046301161447939804
2022-12-31,0.05176918302376951
2023-01-31,-0.033888827846638304
2023-02-28,0.01384279907381211
2023-03-31,0.013097713903811372
2023-04-30,-0.03367376516800445
2023-05-31,0.06830058585380859
2023-06-30,0.03082159639771771
2023-07-31,-0.0234193160179929
2023-08-31,-0.044046249514994265
2023-09-30,-0.026011517829663024
2023-10-31,0.07845175316053585
2023-11-30,0.04487734078910186
2023-12-31,-0.007614382537029031
2024-01-31,0.042527219835047175
2024-02-29,0.040956182761027596
2024-03-31,-0.036415597006193616
2024-04-30,0.03395345778418709
2024-05-31,0.0033870480025635207
2024-06-30,0.03579823928286498
2024-07-31,0.029724896084858024
2024-08-31,0.02178382735741311
2024-09-30,-0.016607553442165125
2024-10-31,0.05762859427205359
2024-11-30,-0.060778316537959495
2024-12-31,0.03405503132337232
2025-01-31,0.006941033771638916
2025-02-28,-0.028446425838246185
2025-03-31,-0.021542234474625877
2025-04-30,0.03642644461427284
2025-05-31,0.026590063081011608
2025-06-30,0.0116065458289776
2025-07-31,0.02368971050271715
2025-08-31,0.014240793605243541
2025-09-30,-0.0009791065742536867
2025-10-31,0.018620729800997892
2025-11-30,0.005539123434854952
