rebalance_date,return
2018-10-31,0.016196858628739954
2018-11-30,-0.07980267866754288
2018-12-31,0.05700200127738127
2019-01-31,0.036343298904881215
2019-02-28,0.03194604758471681
2019-03-31,0.030594149916442985
2019-04-30,-0.06701872852497609
2019-05-31,0.06377821315436355
2019-06-30,0.01888700275309615
2019-07-31,-0.00392410581504213
2019-08-31,0.016232003919161544
2019-09-30,0.011563049606876657
2019-10-31,0.02014198275519999
2019-11-30,0.032267962834077554
2019-12-31,0.010107433711288477
2020-01-31,-0.07839356376152787
2020-02-29,-0.08842320184311318
2020-03-31,0.11869677468872897
2020-04-30,0.05544556967201948
2020-05-31,0.02973839607624596
2020-06-30,0.06166300678991338
2020-07-31,0.08157069917618864
2020-08-31,-0.03022925395857932
2020-09-30,-0.03173774993370489
2020-10-31,0.11266822843199498
2020-11-30,0.038487238315089274
2020-12-31,-0.010837779552344762
2021-01-31,0.014846576014205443
2021-02-28,0.04937877126531777
2021-03-31,0.04743028911236458
2021-04-30,7.691215755008685e-06
2021-05-31,0.027428569031866037
2021-06-30,0.02711957037286817
2021-07-31,0.026541991663466546
2021-08-31,-0.05213551624491134
2021-09-30,0.0778747306336322
2021-10-31,0.00020565445697741377
2021-11-30,0.04443796789361265
2021-12-31,-0.06450537651327932
2022-01-31,-0.023843634623455567
2022-02-28,0.036796222054644646
2022-03-31,-0.05665779861733175
2022-04-30,0.022885624045887735
2022-05-31,-0.07449550933294397
2022-06-30,0.08047407438307641
2022-07-31,-0.028643003706026952
2022-08-31,-0.09290664213823065
2022-09-30,0.10781021088256595
2022-10-31,0.053910899225918844
2022-11-30,-0.048912472151634134
2022-12-31,0.059737649626459485
2023-01-31,-0.021008955858615817
2023-02-28,0.03433844403417565
2023-03-31,0.008993343127121417
2023-04-30,0.014881477715776704
2023-05-31,0.06867850927736406
2023-06-30,0.02972428790571865
2023-07-31,-0.021588935686611438
2023-08-31,-0.0510670544916299
2023-09-30,-0.01742512139465085
2023-10-31,0.09532205291028509
2023-11-30,0.045645699585700944
2023-12-31,0.006963121091143812
2024-01-31,0.04678745416286374
2024-02-29,0.03023434052244477
2024-03-31,-0.03771901078326131
2024-04-30,0.03837717530329223
2024-05-31,0.0052788102880172594
2024-06-30,0.005878028372674137
2024-07-31,0.02052368482366218
2024-08-31,0.021339590316133295
2024-09-30,-0.018627242497860533
2024-10-31,0.06634493756462505
2024-11-30,-0.03637371399257265
2024-12-31,0.025086782846349083
2025-01-31,-0.0058501629606104045
2025-02-28,-0.055212809935168375
2025-03-31,-0.033389995782335695
2025-04-30,0.04839084579653825
2025-05-31,0.03762992406949893
2025-06-30,0.02501738879659673
2025-07-31,0.001039684266687327
2025-08-31,0.030810317164162486
2025-09-30,0.01737280158376667
2025-10-31,0.0050151831353049
2025-11-30,0.012897552810209077
